name_home,pp_home,gs_home,pe_home,name_away,pp_away,gs_away,pe_away,match_date
WBA,26.1,2,1,ARS,73.9,2,1,19/03/2011
WIG,60.7,2,3,BIR,39.3,1,0,19/03/2011
CHE,58.7,2,3,MCI,41.3,0,0,20/03/2011
SUN,52.2,0,0,LIV,47.8,2,3,20/03/2011
ARS,67.5,0,1,BLB,32.5,0,1,02/04/2011
BIR,52.3,2,3,BOL,47.7,1,0,02/04/2011
EVE,46.7,2,1,AVL,53.3,2,1,02/04/2011
NEW,42.6,4,3,WOL,57.4,1,0,02/04/2011
STK,35.7,1,1,CHE,64.3,1,1,02/04/2011
WBA,50.7,2,3,LIV,49.3,1,0,02/04/2011
WHU,34,2,0,MUN,66,4,3,02/04/2011
WIG,45.7,0,1,TOT,54.3,0,1,02/04/2011
FUL,34.6,3,3,BLP,65.4,0,0,03/04/2011
MCI,50.1,5,3,SUN,49.9,0,0,03/04/2011
BLB,47.1,1,1,BIR,52.9,1,1,09/04/2011
BOL,41.7,3,3,WHU,58.3,0,0,09/04/2011
CHE,52.5,1,3,WIG,47.5,0,0,09/04/2011
MUN,47.8,2,3,FUL,52.2,0,0,09/04/2011
SUN,50.3,2,0,WBA,49.7,3,3,09/04/2011
TOT,61,3,3,STK,39,2,0,09/04/2011
WOL,64.4,0,0,EVE,35.6,3,3,09/04/2011
AVL,49.7,1,3,NEW,50.3,0,0,10/04/2011
BLP,41.1,1,0,ARS,58.9,3,3,10/04/2011
LIV,53.1,3,3,MCI,46.9,0,0,11/04/2011
BIR,44.8,2,3,SUN,55.2,0,0,16/04/2011
BLP,49.3,1,0,WIG,50.7,3,3,16/04/2011
EVE,54.2,2,3,BLB,45.8,0,0,16/04/2011
WBA,40.4,1,0,CHE,59.6,3,3,16/04/2011
WHU,47.1,1,0,AVL,52.9,2,3,16/04/2011
ARS,61.7,1,1,LIV,38.3,1,1,17/04/2011
NEW,40.6,0,1,MUN,59.4,0,1,19/04/2011
CHE,57.1,3,3,BIR,42.9,1,0,20/04/2011
TOT,45.1,3,1,ARS,54.9,3,1,20/04/2011
AVL,58.8,1,1,STK,41.2,1,1,23/04/2011
BLP,57.1,1,1,NEW,42.9,1,1,23/04/2011
CHE,67.5,3,3,WHU,32.5,0,0,23/04/2011
LIV,53.5,5,3,BIR,46.5,0,0,23/04/2011
MUN,59.1,1,3,EVE,40.9,0,0,23/04/2011
SUN,44.1,4,3,WIG,55.9,2,0,23/04/2011
TOT,60.1,2,1,WBA,39.9,2,1,23/04/2011
WOL,42.4,1,1,FUL,57.6,1,1,23/04/2011
BOL,32.9,2,3,ARS,67.1,1,0,24/04/2011
BLB,32.8,0,0,MCI,67.2,1,3,25/04/2011
STK,35.6,3,3,WOL,64.4,0,0,26/04/2011
FUL,51.9,3,3,BOL,48.1,0,0,27/04/2011
BLB,42.1,1,3,BOL,57.9,0,0,30/04/2011
BLP,56.4,0,1,STK,43.6,0,1,30/04/2011
CHE,52.4,2,3,TOT,47.6,1,0,30/04/2011
SUN,50.3,0,0,FUL,49.7,3,3,30/04/2011
WBA,41,2,3,AVL,59,1,0,30/04/2011
WIG,50.3,1,1,EVE,49.7,1,1,30/04/2011
ARS,54.9,1,3,MUN,45.1,0,0,01/05/2011
BIR,42.9,1,1,WOL,57.1,1,1,01/05/2011
LIV,46.3,3,3,NEW,53.7,0,0,01/05/2011
MCI,59.8,2,3,WHU,40.2,1,0,01/05/2011
AVL,48.3,1,1,WIG,51.7,1,1,07/05/2011
BOL,52.4,1,0,SUN,47.6,2,3,07/05/2011
EVE,48.6,2,3,MCI,51.4,1,0,07/05/2011
NEW,62.6,2,3,BIR,37.4,1,0,07/05/2011
TOT,58.6,1,1,BLP,41.4,1,1,07/05/2011
WHU,62.1,1,1,BLB,37.9,1,1,07/05/2011
MUN,47.4,2,3,CHE,52.6,1,0,08/05/2011
STK,26.6,3,3,ARS,73.4,1,0,08/05/2011
WOL,45.4,3,3,WBA,54.6,1,0,08/05/2011
FUL,49.1,2,0,LIV,50.9,5,3,09/05/2011
MCI,38.1,1,3,TOT,61.9,0,0,10/05/2011
BLB,24.5,1,1,MUN,75.5,1,1,14/05/2011
BLP,50.9,4,3,BOL,49.1,3,0,14/05/2011
SUN,59.6,1,0,WOL,40.4,3,3,14/05/2011
WBA,47.5,1,3,EVE,52.5,0,0,14/05/2011
ARS,67.7,1,0,AVL,32.3,2,3,15/05/2011
BIR,57.2,0,0,FUL,42.8,2,3,15/05/2011
CHE,64.2,2,1,NEW,35.8,2,1,15/05/2011
LIV,53.5,0,0,TOT,46.5,2,3,15/05/2011
WIG,58.7,3,3,WHU,41.3,2,0,15/05/2011
MCI,56.3,3,3,STK,43.7,0,0,17/05/2011
AVL,48.5,1,3,LIV,51.5,0,0,22/05/2011
BOL,40.5,0,0,MCI,59.5,2,3,22/05/2011
EVE,36.1,1,3,CHE,63.9,0,0,22/05/2011
FUL,32.2,2,1,ARS,67.8,2,1,22/05/2011
MUN,58.5,4,3,BLP,41.5,2,0,22/05/2011
NEW,54.6,3,1,WBA,45.4,3,1,22/05/2011
STK,50.8,0,0,WIG,49.2,1,3,22/05/2011
TOT,67.8,2,3,BIR,32.2,1,0,22/05/2011
WHU,51.2,0,0,SUN,48.8,3,3,22/05/2011
WOL,58.3,2,0,BLB,41.7,3,3,22/05/2011
BLB,52,1,0,WOL,48,2,3,13/08/2011
FUL,54.1,0,1,AVL,45.9,0,1,13/08/2011
LIV,60.1,1,1,SUN,39.9,1,1,13/08/2011
NEW,37.8,0,1,ARS,62.2,0,1,13/08/2011
QPR,45.2,0,0,BOL,54.8,4,3,13/08/2011
WIG,49.5,1,1,NOR,50.5,1,1,13/08/2011
STK,34.4,0,1,CHE,65.6,0,1,14/08/2011
WBA,40.8,1,0,MUN,59.2,2,3,14/08/2011
MCI,42.4,4,3,SWA,57.6,0,0,15/08/2011
ARS,49.8,0,0,LIV,50.2,2,3,20/08/2011
AVL,51.6,3,3,BLB,48.4,1,0,20/08/2011
CHE,65.7,2,3,WBA,34.3,1,0,20/08/2011
EVE,51.8,0,0,QPR,48.2,1,3,20/08/2011
SUN,50,0,0,NEW,50,1,3,20/08/2011
SWA,64,0,1,WIG,36,0,1,20/08/2011
BOL,43.5,2,0,MCI,56.5,3,3,21/08/2011
NOR,43.5,1,1,STK,56.5,1,1,21/08/2011
WOL,53.5,2,3,FUL,46.5,0,0,21/08/2011
MUN,53,3,3,TOT,47,0,0,22/08/2011
AVL,45.9,0,1,WOL,54.1,0,1,27/08/2011
BLB,41.2,0,0,EVE,58.8,1,3,27/08/2011
CHE,69.6,3,3,NOR,30.4,1,0,27/08/2011
LIV,58.8,3,3,BOL,41.2,1,0,27/08/2011
SWA,62,0,1,SUN,38,0,1,27/08/2011
WIG,55.2,2,3,QPR,44.8,0,0,27/08/2011
MUN,56.3,8,3,ARS,43.7,2,0,28/08/2011
NEW,46.4,2,3,FUL,53.6,1,0,28/08/2011
TOT,41.5,1,0,MCI,58.5,5,3,28/08/2011
WBA,58.9,0,0,STK,41.1,1,3,28/08/2011
ARS,56.5,1,3,SWA,43.5,0,0,10/09/2011
BOL,42.2,0,0,MUN,57.8,5,3,10/09/2011
EVE,54.2,2,1,AVL,45.8,2,1,10/09/2011
MCI,57.9,3,3,WIG,42.1,0,0,10/09/2011
STK,27.4,1,3,LIV,72.6,0,0,10/09/2011
SUN,40.1,1,0,CHE,59.9,2,3,10/09/2011
WOL,43.4,0,0,TOT,56.6,2,3,10/09/2011
FUL,58.3,1,1,BLB,41.7,1,1,11/09/2011
NOR,51.8,0,0,WBA,48.2,1,3,11/09/2011
QPR,58.1,0,1,NEW,41.9,0,1,12/09/2011
AVL,41.1,1,1,NEW,58.9,1,1,17/09/2011
BLB,31.2,4,3,ARS,68.8,3,0,17/09/2011
BOL,59.3,1,0,NOR,40.7,2,3,17/09/2011
EVE,47.2,3,3,WIG,52.8,1,0,17/09/2011
SWA,53.7,3,3,WBA,46.3,0,0,17/09/2011
WOL,50.4,0,0,QPR,49.6,3,3,17/09/2011
FUL,35.8,2,1,MCI,64.2,2,1,18/09/2011
MUN,56.6,3,3,CHE,43.4,1,0,18/09/2011
SUN,56.7,4,3,STK,43.3,0,0,18/09/2011
TOT,62.3,4,3,LIV,37.7,0,0,18/09/2011
ARS,62.9,3,3,BOL,37.1,0,0,24/09/2011
CHE,49.6,4,3,SWA,50.4,1,0,24/09/2011
LIV,47.9,2,3,WOL,52.1,1,0,24/09/2011
MCI,62.7,2,3,EVE,37.3,0,0,24/09/2011
NEW,63.8,3,3,BLB,36.2,1,0,24/09/2011
STK,41.7,1,1,MUN,58.3,1,1,24/09/2011
WBA,43.1,0,1,FUL,56.9,0,1,24/09/2011
WIG,36.1,1,0,TOT,63.9,2,3,24/09/2011
QPR,59.2,1,1,AVL,40.8,1,1,25/09/2011
NOR,42.7,2,3,SUN,57.3,1,0,26/09/2011
AVL,38.8,2,3,WIG,61.2,0,0,01/10/2011
BLB,33.2,0,0,MCI,66.8,4,3,01/10/2011
EVE,36,0,0,LIV,64,2,3,01/10/2011
MUN,67.5,2,3,NOR,32.5,0,0,01/10/2011
SUN,51.9,2,1,WBA,48.1,2,1,01/10/2011
WOL,54.1,1,0,NEW,45.9,2,3,01/10/2011
BOL,40.9,1,0,CHE,59.1,5,3,02/10/2011
FUL,48.9,6,3,QPR,51.1,0,0,02/10/2011
SWA,59.1,2,3,STK,40.9,0,0,02/10/2011
TOT,38.3,2,3,ARS,61.7,1,0,02/10/2011
CHE,69.2,3,3,EVE,30.8,1,0,15/10/2011
LIV,55.8,1,1,MUN,44.2,1,1,15/10/2011
MCI,64.1,4,3,AVL,35.9,1,0,15/10/2011
NOR,39.8,3,3,SWA,60.2,1,0,15/10/2011
QPR,49.5,1,1,BLB,50.5,1,1,15/10/2011
STK,48.2,2,3,FUL,51.8,0,0,15/10/2011
WIG,54.1,1,0,BOL,45.9,3,3,15/10/2011
ARS,62.7,2,3,SUN,37.3,1,0,16/10/2011
NEW,55,2,1,TOT,45,2,1,16/10/2011
WBA,42,2,3,WOL,58,0,0,16/10/2011
AVL,38.5,1,0,WBA,61.5,2,3,22/10/2011
BOL,51.9,0,0,SUN,48.1,2,3,22/10/2011
LIV,55.4,1,1,NOR,44.6,1,1,22/10/2011
NEW,53.8,1,3,WIG,46.2,0,0,22/10/2011
WOL,47.6,2,1,SWA,52.4,2,1,22/10/2011
ARS,66.5,3,3,STK,33.5,1,0,23/10/2011
BLB,44.5,1,0,TOT,55.5,2,3,23/10/2011
FUL,53.3,1,0,EVE,46.7,3,3,23/10/2011
MUN,49,1,0,MCI,51,6,3,23/10/2011
QPR,41.7,1,3,CHE,58.3,0,0,23/10/2011
CHE,52.1,3,0,ARS,47.9,5,3,29/10/2011
EVE,52.4,0,0,MUN,47.6,1,3,29/10/2011
MCI,50.5,3,3,WOL,49.5,1,0,29/10/2011
NOR,49,3,1,BLB,51,3,1,29/10/2011
SUN,50,2,1,AVL,50,2,1,29/10/2011
SWA,69.5,3,3,BOL,30.5,1,0,29/10/2011
WBA,42.3,0,0,LIV,57.7,2,3,29/10/2011
WIG,54.1,0,0,FUL,45.9,2,3,29/10/2011
TOT,55.8,3,3,QPR,44.2,1,0,30/10/2011
STK,56.4,1,0,NEW,43.6,3,3,31/10/2011
ARS,66.7,3,3,WBA,33.3,0,0,05/11/2011
AVL,47.2,3,3,NOR,52.8,2,0,05/11/2011
BLB,37.7,0,0,CHE,62.3,1,3,05/11/2011
LIV,52.3,0,1,SWA,47.7,0,1,05/11/2011
MUN,57.3,1,3,SUN,42.7,0,0,05/11/2011
NEW,43.7,2,3,EVE,56.3,1,0,05/11/2011
QPR,53.1,2,0,MCI,46.9,3,3,05/11/2011
BOL,61.5,5,3,STK,38.5,0,0,06/11/2011
FUL,53.9,1,0,TOT,46.1,3,3,06/11/2011
WOL,48.4,3,3,WIG,51.6,1,0,06/11/2011
EVE,47.8,2,3,WOL,52.2,1,0,19/11/2011
MCI,64.4,3,3,NEW,35.6,1,0,19/11/2011
NOR,64.4,1,0,ARS,35.6,2,3,19/11/2011
STK,42.5,2,0,QPR,57.5,3,3,19/11/2011
SUN,51.9,0,1,FUL,48.1,0,1,19/11/2011
SWA,50,0,0,MUN,50,1,3,19/11/2011
WBA,53.8,2,3,BOL,46.2,1,0,19/11/2011
WIG,58.5,3,1,BLB,41.5,3,1,19/11/2011
CHE,57.5,1,0,LIV,42.5,2,3,20/11/2011
TOT,70.3,2,3,AVL,29.7,0,0,21/11/2011
ARS,55.6,1,1,FUL,44.4,1,1,26/11/2011
BOL,45.4,0,0,EVE,54.6,2,3,26/11/2011
CHE,52,3,3,WOL,48,0,0,26/11/2011
MUN,59.8,1,1,NEW,40.2,1,1,26/11/2011
NOR,44.1,2,3,QPR,55.9,1,0,26/11/2011
STK,42.2,3,3,BLB,57.8,1,0,26/11/2011
SUN,52.9,1,0,WIG,47.1,2,3,26/11/2011
WBA,43.8,1,0,TOT,56.2,3,3,26/11/2011
LIV,51.3,1,1,MCI,48.7,1,1,27/11/2011
SWA,63,0,1,AVL,37,0,1,27/11/2011
AVL,43.8,0,0,MUN,56.2,1,3,03/12/2011
BLB,31.6,4,3,SWA,68.4,2,0,03/12/2011
MCI,68.8,5,3,NOR,31.2,1,0,03/12/2011
NEW,52.7,0,0,CHE,47.3,3,3,03/12/2011
QPR,48.4,1,1,WBA,51.6,1,1,03/12/2011
TOT,58.9,3,3,BOL,41.1,0,0,03/12/2011
WIG,34.6,0,0,ARS,65.4,4,3,03/12/2011
EVE,67.4,0,0,STK,32.6,1,3,04/12/2011
WOL,54.9,2,3,SUN,45.1,1,0,04/12/2011
FUL,45.4,1,3,LIV,54.6,0,0,05/12/2011
ARS,61.6,1,3,EVE,38.4,0,0,10/12/2011
BOL,54.4,1,0,AVL,45.6,2,3,10/12/2011
LIV,61.9,1,3,QPR,38.1,0,0,10/12/2011
MUN,51,4,3,WOL,49,1,0,10/12/2011
NOR,52.5,4,3,NEW,47.5,2,0,10/12/2011
SWA,56.6,2,3,FUL,43.4,0,0,10/12/2011
WBA,50.9,1,0,WIG,49.1,2,3,10/12/2011
STK,35.9,2,3,TOT,64.1,1,0,11/12/2011
SUN,67.6,2,3,BLB,32.4,1,0,11/12/2011
CHE,49.7,2,3,MCI,50.3,1,0,12/12/2011
BLB,44.3,1,0,WBA,55.7,2,3,17/12/2011
EVE,61.7,1,1,NOR,38.3,1,1,17/12/2011
FUL,51.2,2,3,BOL,48.8,0,0,17/12/2011
NEW,49.3,0,1,SWA,50.7,0,1,17/12/2011
WIG,50.8,1,1,CHE,49.2,1,1,17/12/2011
WOL,54.6,1,0,STK,45.4,2,3,17/12/2011
AVL,47.9,0,0,LIV,52.1,2,3,18/12/2011
MCI,47,1,3,ARS,53,0,0,18/12/2011
QPR,47.3,0,0,MUN,52.7,2,3,18/12/2011
TOT,60.3,1,3,SUN,39.7,0,0,18/12/2011
BLB,47.4,1,0,BOL,52.6,2,3,20/12/2011
WOL,47.4,2,1,NOR,52.6,2,1,20/12/2011
AVL,38.2,1,0,ARS,61.8,2,3,21/12/2011
EVE,45.6,1,3,SWA,54.4,0,0,21/12/2011
FUL,43.5,0,0,MUN,56.5,5,3,21/12/2011
MCI,76,3,3,STK,24,0,0,21/12/2011
NEW,54.9,2,0,WBA,45.1,3,3,21/12/2011
QPR,57.2,2,0,SUN,42.8,3,3,21/12/2011
WIG,44.7,0,1,LIV,55.3,0,1,21/12/2011
TOT,54.8,1,1,CHE,45.2,1,1,22/12/2011
BOL,54.2,0,0,NEW,45.8,2,3,26/12/2011
CHE,52.5,1,1,FUL,47.5,1,1,26/12/2011
LIV,64.6,1,1,BLB,35.4,1,1,26/12/2011
MUN,59.5,5,3,WIG,40.5,0,0,26/12/2011
STK,39.1,0,1,AVL,60.9,0,1,26/12/2011
SUN,48.3,1,1,EVE,51.7,1,1,26/12/2011
WBA,27.4,0,1,MCI,72.6,0,1,26/12/2011
ARS,73.3,1,1,WOL,26.7,1,1,27/12/2011
NOR,40.4,0,0,TOT,59.6,2,3,27/12/2011
SWA,55.8,1,1,QPR,44.2,1,1,27/12/2011
LIV,51.4,3,3,NEW,48.6,1,0,30/12/2011
ARS,59.2,1,3,QPR,40.8,0,0,31/12/2011
BOL,51.4,1,1,WOL,48.6,1,1,31/12/2011
CHE,62,1,0,AVL,38,3,3,31/12/2011
MUN,62.9,2,0,BLB,37.1,3,3,31/12/2011
NOR,51.4,1,1,FUL,48.6,1,1,31/12/2011
STK,49,2,1,WIG,51,2,1,31/12/2011
SWA,49,1,1,TOT,51,1,1,31/12/2011
SUN,31.2,1,3,MCI,68.8,0,0,01/01/2012
WBA,51,0,0,EVE,49,1,3,01/01/2012
AVL,50.4,0,0,SWA,49.6,2,3,02/01/2012
BLB,56.4,1,0,STK,43.6,2,3,02/01/2012
FUL,52.8,2,3,ARS,47.2,1,0,02/01/2012
QPR,39.4,1,0,NOR,60.6,2,3,02/01/2012
WOL,35.3,1,0,CHE,64.7,2,3,02/01/2012
MCI,36,3,3,LIV,64,0,0,03/01/2012
TOT,68.2,1,3,WBA,31.8,0,0,03/01/2012
WIG,63.4,1,0,SUN,36.6,4,3,03/01/2012
EVE,48.8,1,0,BOL,51.2,2,3,04/01/2012
NEW,39.7,3,3,MUN,60.3,0,0,04/01/2012
TOT,62.1,2,3,EVE,37.9,0,0,11/01/2012
AVL,52.6,1,1,EVE,47.4,1,1,14/01/2012
BLB,39.6,3,3,FUL,60.4,1,0,14/01/2012
CHE,60.2,1,3,SUN,39.8,0,0,14/01/2012
LIV,68.7,0,1,STK,31.3,0,1,14/01/2012
MUN,62.8,3,3,BOL,37.2,0,0,14/01/2012
TOT,68.4,1,1,WOL,31.6,1,1,14/01/2012
WBA,54.7,1,0,NOR,45.3,2,3,14/01/2012
NEW,60.8,1,3,QPR,39.2,0,0,15/01/2012
SWA,55.3,3,3,ARS,44.7,2,0,15/01/2012
WIG,46,0,0,MCI,54,1,3,16/01/2012
BOL,38.9,3,3,LIV,61.1,1,0,21/01/2012
EVE,46.1,1,1,BLB,53.9,1,1,21/01/2012
FUL,44.3,5,3,NEW,55.7,2,0,21/01/2012
NOR,41.8,0,1,CHE,58.2,0,1,21/01/2012
QPR,40.3,3,3,WIG,59.7,1,0,21/01/2012
STK,48.3,1,0,WBA,51.7,2,3,21/01/2012
SUN,30.9,2,3,SWA,69.1,0,0,21/01/2012
WOL,49.7,2,0,AVL,50.3,3,3,21/01/2012
ARS,48.6,1,0,MUN,51.4,2,3,22/01/2012
MCI,53.3,3,3,TOT,46.7,2,0,22/01/2012
EVE,32.4,1,3,MCI,67.6,0,0,31/01/2012
MUN,75,2,3,STK,25,0,0,31/01/2012
SWA,46.2,1,1,CHE,53.8,1,1,31/01/2012
TOT,62.3,3,3,WIG,37.7,1,0,31/01/2012
WOL,47.3,0,0,LIV,52.7,3,3,31/01/2012
AVL,68.5,2,1,QPR,31.5,2,1,01/02/2012
BLB,58.5,0,0,NEW,41.5,2,3,01/02/2012
BOL,35.3,0,1,ARS,64.7,0,1,01/02/2012
FUL,62.3,1,1,WBA,37.7,1,1,01/02/2012
SUN,49.1,3,3,NOR,50.9,0,0,01/02/2012
ARS,68.4,7,3,BLB,31.6,1,0,04/02/2012
MCI,46.9,3,3,FUL,53.1,0,0,04/02/2012
NOR,52.3,2,3,BOL,47.7,0,0,04/02/2012
QPR,39,1,0,WOL,61,2,3,04/02/2012
STK,48.9,0,0,SUN,51.1,1,3,04/02/2012
WBA,36.6,1,0,SWA,63.4,2,3,04/02/2012
WIG,52.3,1,1,EVE,47.7,1,1,04/02/2012
CHE,44.2,3,1,MUN,55.8,3,1,05/02/2012
NEW,51,2,3,AVL,49,1,0,05/02/2012
LIV,52,0,1,TOT,48,0,1,06/02/2012
BLB,41.9,3,3,QPR,58.1,2,0,11/02/2012
BOL,41.9,1,0,WIG,58.1,2,3,11/02/2012
EVE,33.1,2,3,CHE,66.9,0,0,11/02/2012
FUL,53.2,2,3,STK,46.8,1,0,11/02/2012
MUN,54.9,2,3,LIV,45.1,1,0,11/02/2012
SUN,30.6,1,0,ARS,69.4,2,3,11/02/2012
SWA,55.3,2,0,NOR,44.7,3,3,11/02/2012
TOT,65.4,5,3,NEW,34.6,0,0,11/02/2012
AVL,36.1,0,0,MCI,63.9,1,3,12/02/2012
WOL,54,1,0,WBA,46,5,3,12/02/2012
CHE,59.1,3,3,BOL,40.9,0,0,25/02/2012
MCI,77.7,3,3,BLB,22.3,0,0,25/02/2012
NEW,45.8,2,1,WOL,54.2,2,1,25/02/2012
QPR,44.2,0,0,FUL,55.8,1,3,25/02/2012
WBA,60.6,4,3,SUN,39.4,0,0,25/02/2012
WIG,60.7,0,1,AVL,39.3,0,1,25/02/2012
ARS,56.9,5,3,TOT,43.1,2,0,26/02/2012
NOR,43.4,1,0,MUN,56.6,2,3,26/02/2012
STK,26.4,2,3,SWA,73.6,0,0,26/02/2012
BLB,54.7,1,1,AVL,45.3,1,1,03/03/2012
LIV,54,1,0,ARS,46,2,3,03/03/2012
MCI,64.4,2,3,BOL,35.6,0,0,03/03/2012
QPR,49.1,1,1,EVE,50.9,1,1,03/03/2012
STK,47.9,1,3,NOR,52.1,0,0,03/03/2012
WBA,45.7,1,3,CHE,54.3,0,0,03/03/2012
WIG,51.1,0,0,SWA,48.9,2,3,03/03/2012
FUL,58.2,5,3,WOL,41.8,0,0,04/03/2012
NEW,63.1,1,1,SUN,36.9,1,1,04/03/2012
TOT,52.1,1,0,MUN,47.9,3,3,04/03/2012
AVL,51.2,1,3,FUL,48.8,0,0,10/03/2012
BOL,53.2,2,3,QPR,46.8,1,0,10/03/2012
CHE,71.4,1,3,STK,28.6,0,0,10/03/2012
EVE,37.9,1,3,TOT,62.1,0,0,10/03/2012
SUN,38.2,1,3,LIV,61.8,0,0,10/03/2012
WOL,60.1,0,0,BLB,39.9,2,3,10/03/2012
MUN,65.3,2,3,WBA,34.7,0,0,11/03/2012
NOR,44.9,1,1,WIG,55.1,1,1,11/03/2012
SWA,55.4,1,3,MCI,44.6,0,0,11/03/2012
ARS,60.9,2,3,NEW,39.1,1,0,12/03/2012
LIV,51.1,3,3,EVE,48.9,0,0,13/03/2012
FUL,38.1,0,0,SWA,61.9,3,3,17/03/2012
WIG,60.4,1,1,WBA,39.6,1,1,17/03/2012
NEW,44.2,1,3,NOR,55.8,0,0,18/03/2012
WOL,41.1,0,0,MUN,58.9,5,3,18/03/2012
BLB,41.1,2,3,SUN,58.9,0,0,18/03/2012
EVE,41.1,0,0,ARS,58.9,1,3,18/03/2012
MCI,60.4,2,3,CHE,39.6,1,0,21/03/2012
QPR,43.5,3,3,LIV,56.5,2,0,21/03/2012
TOT,64,1,1,STK,36,1,1,21/03/2012
ARS,71.5,3,3,AVL,28.5,0,0,24/03/2012
BOL,58.7,2,3,BLB,41.3,1,0,24/03/2012
CHE,45.4,0,1,TOT,54.6,0,1,24/03/2012
LIV,56.9,1,0,WIG,43.1,2,3,24/03/2012
NOR,62.4,2,3,WOL,37.6,1,0,24/03/2012
STK,32.5,1,1,MCI,67.5,1,1,24/03/2012
SUN,51.5,3,3,QPR,48.5,1,0,24/03/2012
SWA,62,0,0,EVE,38,2,3,24/03/2012
WBA,51.1,1,0,NEW,48.9,3,3,25/03/2012
MUN,59.5,1,3,FUL,40.5,0,0,26/03/2012
AVL,44.4,2,0,CHE,55.6,4,3,31/03/2012
EVE,53.3,2,3,WBA,46.7,0,0,31/03/2012
FUL,38.1,2,3,NOR,61.9,1,0,31/03/2012
MCI,64.1,3,1,SUN,35.9,3,1,31/03/2012
QPR,32.3,2,3,ARS,67.7,1,0,31/03/2012
WIG,60.8,2,3,STK,39.2,0,0,31/03/2012
WOL,50.9,2,0,BOL,49.1,3,3,31/03/2012
NEW,48.6,2,3,LIV,51.4,0,0,01/04/2012
TOT,40.7,3,3,SWA,59.3,1,0,01/04/2012
BLB,26.7,0,0,MUN,73.3,2,3,02/04/2012
SWA,77,0,0,NEW,23,2,3,06/04/2012
BOL,52.4,0,0,FUL,47.6,3,3,07/04/2012
CHE,54.7,2,3,WIG,45.3,1,0,07/04/2012
LIV,69.6,1,1,AVL,30.4,1,1,07/04/2012
NOR,48.3,2,1,EVE,51.7,2,1,07/04/2012
STK,46.2,2,3,WOL,53.8,1,0,07/04/2012
SUN,29.3,0,1,TOT,70.7,0,1,07/04/2012
WBA,47.2,3,3,BLB,52.8,0,0,07/04/2012
ARS,64.5,1,3,MCI,35.5,0,0,08/04/2012
MUN,72.4,2,3,QPR,27.6,0,0,08/04/2012
AVL,53.7,1,1,STK,46.3,1,1,09/04/2012
EVE,58.5,4,3,SUN,41.5,0,0,09/04/2012
FUL,46.6,1,1,CHE,53.4,1,1,09/04/2012
NEW,50.9,2,3,BOL,49.1,0,0,09/04/2012
TOT,58.8,1,0,NOR,41.2,2,3,09/04/2012
BLB,52.2,2,0,LIV,47.8,3,3,10/04/2012
MCI,64.9,4,3,WBA,35.1,0,0,11/04/2012
QPR,40.2,3,3,SWA,59.8,0,0,11/04/2012
WIG,44.9,1,3,MUN,55.1,0,0,11/04/2012
WOL,28,0,0,ARS,72,3,3,11/04/2012
NOR,47.4,1,0,MCI,52.6,6,3,14/04/2012
SUN,51.1,0,1,WOL,48.9,0,1,14/04/2012
SWA,73.2,3,3,BLB,26.8,0,0,14/04/2012
WBA,47.9,1,3,QPR,52.1,0,0,14/04/2012
MUN,65.3,4,3,AVL,34.7,0,0,15/04/2012
ARS,64.3,1,0,WIG,35.7,2,3,16/04/2012
ARS,56.7,0,1,CHE,43.3,0,1,21/04/2012
AVL,44.6,0,1,SUN,55.4,0,1,21/04/2012
BLB,42.7,2,3,NOR,57.3,0,0,21/04/2012
BOL,38.1,1,1,SWA,61.9,1,1,21/04/2012
FUL,51.2,2,3,WIG,48.8,1,0,21/04/2012
NEW,58.1,3,3,STK,41.9,0,0,21/04/2012
QPR,31,1,3,TOT,69,0,0,21/04/2012
LIV,63.3,0,0,WBA,36.7,1,3,22/04/2012
MUN,52.5,4,1,EVE,47.5,4,1,22/04/2012
WOL,51.8,0,0,MCI,48.2,2,3,22/04/2012
AVL,43.8,1,0,BOL,56.2,2,3,24/04/2012
EVE,52.4,4,3,FUL,47.6,0,0,28/04/2012
NOR,44.4,0,0,LIV,55.6,3,3,28/04/2012
STK,37.1,1,1,ARS,62.9,1,1,28/04/2012
SUN,52,2,1,BOL,48,2,1,28/04/2012
SWA,55,4,1,WOL,45,4,1,28/04/2012
WBA,55.5,0,1,AVL,44.5,0,1,28/04/2012
WIG,57.1,4,3,NEW,42.9,0,0,28/04/2012
CHE,56.7,6,3,QPR,43.3,1,0,29/04/2012
TOT,70.6,2,3,BLB,29.4,0,0,29/04/2012
MCI,52.5,1,3,MUN,47.5,0,0,30/04/2012
LIV,59.5,0,0,FUL,40.5,1,3,01/05/2012
STK,39.1,1,1,EVE,60.9,1,1,01/05/2012
BOL,46.9,1,0,TOT,53.1,4,3,02/05/2012
CHE,63.4,0,0,NEW,36.6,2,3,02/05/2012
ARS,63.4,3,1,NOR,36.6,3,1,05/05/2012
AVL,37.5,1,1,TOT,62.5,1,1,06/05/2012
BOL,37.6,2,1,WBA,62.4,2,1,06/05/2012
FUL,56.8,2,3,SUN,43.2,1,0,06/05/2012
MUN,59.8,2,3,SWA,40.2,0,0,06/05/2012
NEW,43.7,0,0,MCI,56.3,2,3,06/05/2012
QPR,54.6,1,3,STK,45.4,0,0,06/05/2012
WOL,43.2,0,1,EVE,56.8,0,1,06/05/2012
BLB,36.7,0,0,WIG,63.3,1,3,07/05/2012
LIV,53.2,4,3,CHE,46.8,1,0,08/05/2012
